time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,relative_humidity_2m_mean,cloud_cover_mean,pressure_msl_mean,precipitation_sum,precipitation_hours,wind_speed_10m_max,shortwave_radiation_sum,sunshine_duration
2015-01-01,31.5,21.8,26.3,72,74,1012.4,0.3,1.0,19.9,29.6,47560.45
2015-01-02,30.9,22.2,25.9,75,65,1012.8,7.8,6.0,20.9,26.71,47593.65
2015-01-03,25.0,21.4,22.8,92,93,1015.6,5.7,11.0,16.3,18.41,34175.66
2015-01-04,25.6,21.2,22.7,89,95,1016.7,20.9,12.0,14.6,16.83,28601.84
2015-01-05,25.1,20.3,22.1,90,92,1017.1,5.9,7.0,14.6,13.23,26341.95
2015-01-06,27.7,20.2,23.0,86,66,1017.4,10.3,8.0,9.8,22.07,44011.99
2015-01-07,30.3,20.2,24.6,78,23,1015.4,7.6,8.0,11.1,26.56,47202.56
2015-01-08,30.1,19.9,25.0,76,21,1015.3,1.5,4.0,9.2,28.29,46958.54
2015-01-09,31.0,21.0,26.1,73,21,1014.3,0.5,1.0,13.8,27.07,46714.01
2015-01-10,31.6,21.6,26.0,76,30,1014.6,1.4,5.0,10.8,27.11,47013.27
2015-01-11,31.9,22.2,26.2,81,47,1014.5,2.4,3.0,11.4,25.98,44111.02
2015-01-12,33.2,22.7,27.1,77,47,1014.3,2.9,2.0,11.5,27.37,45760.39
2015-01-13,29.3,23.4,26.1,83,20,1014.3,3.1,5.0,11.2,25.51,46814.7
2015-01-14,31.4,22.9,26.3,77,59,1014.9,3.3,5.0,7.9,24.66,43651.33
2015-01-15,29.1,21.4,24.8,85,61,1015.8,3.1,6.0,16.5,23.62,45554.75
2015-01-16,29.3,21.3,24.8,82,66,1016.1,0.4,2.0,12.6,27.16,46308.28
2015-01-17,32.4,21.5,26.9,75,39,1013.8,0.0,0.0,8.9,27.93,46459.89
2015-01-18,31.4,22.3,26.7,78,65,1013.9,0.3,1.0,13.8,26.49,46454.79
2015-01-19,32.0,21.1,26.1,77,25,1014.2,0.3,1.0,13.7,28.16,46448.06
2015-01-20,32.1,20.9,25.8,74,27,1012.5,0.0,0.0,16.0,28.42,46439.71
2015-01-21,29.4,20.8,24.1,78,99,1013.9,1.2,4.0,18.7,21.32,36371.76
2015-01-22,25.0,19.4,21.2,86,77,1016.2,3.0,10.0,21.3,21.41,44185.94
2015-01-23,24.2,18.6,20.8,88,76,1016.8,3.2,4.0,18.1,20.48,43347.64
2015-01-24,26.0,18.7,21.8,84,62,1015.0,3.2,6.0,12.2,22.29,44633.64
2015-01-25,28.8,18.4,23.3,78,62,1013.9,2.3,7.0,18.5,25.86,45590.67
2015-01-26,28.2,20.1,23.5,81,99,1014.4,3.5,3.0,16.1,22.35,34386.99
2015-01-27,27.8,20.9,24.1,80,97,1014.8,3.4,8.0,14.6,20.14,35279.77
2015-01-28,29.4,21.2,25.0,75,95,1014.1,1.0,3.0,16.8,20.69,41118.83
2015-01-29,28.0,21.6,24.4,76,88,1013.6,2.0,4.0,25.0,21.01,43200.0
2015-01-30,23.4,20.1,21.5,88,97,1015.7,1.8,11.0,20.5,11.19,6381.67
2015-01-31,22.8,18.9,20.7,90,96,1018.0,0.5,3.0,18.8,11.4,12190.3
2015-02-01,25.5,19.7,22.0,89,92,1016.8,7.1,9.0,13.9,18.21,39779.21
2015-02-02,26.4,20.1,22.0,87,80,1015.8,15.2,10.0,14.9,20.58,41463.37
2015-02-03,26.0,18.8,21.9,89,61,1013.5,5.3,8.0,12.9,22.95,44346.11
2015-02-04,25.8,20.1,22.0,88,96,1011.1,4.4,13.0,13.4,11.38,9240.86
2015-02-05,25.2,18.9,20.9,90,93,1007.8,12.3,16.0,24.8,12.98,15589.11
2015-02-06,23.9,17.0,19.8,90,74,1008.1,13.6,9.0,15.5,15.21,35817.28
2015-02-07,25.8,18.3,21.1,86,60,1009.7,3.1,3.0,10.6,23.55,46058.94
2015-02-08,25.9,17.8,21.4,88,31,1012.2,2.6,6.0,14.3,23.37,45365.58
2015-02-09,27.1,18.5,22.4,86,45,1012.9,7.1,6.0,11.5,21.93,45383.18
2015-02-10,27.8,19.7,23.3,83,67,1014.2,3.9,4.0,19.8,19.48,42938.18
2015-02-11,28.6,20.1,24.2,81,58,1015.3,1.0,5.0,17.6,21.7,42889.47
2015-02-12,30.8,21.0,25.4,78,66,1015.9,0.8,1.0,18.0,25.53,44175.65
2015-02-13,30.3,21.3,25.0,80,91,1016.3,2.6,4.0,10.3,22.4,38733.0
2015-02-14,28.8,20.9,23.4,86,96,1015.3,6.1,11.0,10.8,20.78,34317.54
2015-02-15,24.4,19.1,21.4,92,82,1014.4,9.5,9.0,19.8,15.08,35282.27
2015-02-16,23.2,18.3,19.9,94,96,1014.9,16.8,23.0,9.0,7.38,9477.31
2015-02-17,24.4,19.4,21.2,92,99,1013.4,20.3,20.0,15.9,9.49,7584.62
2015-02-18,24.3,19.9,21.2,90,97,1011.5,18.5,22.0,21.3,9.0,12029.74
2015-02-19,26.7,20.9,23.3,79,76,1011.6,5.3,6.0,26.6,19.63,44540.23
2015-02-20,27.5,21.1,23.8,76,90,1014.5,0.8,2.0,19.0,19.96,34411.92
2015-02-21,28.6,20.4,23.7,82,82,1017.6,0.7,3.0,15.3,23.7,44075.65
2015-02-22,27.8,19.6,22.9,84,56,1018.1,0.0,0.0,17.8,26.23,42578.88
2015-02-23,28.9,20.2,23.7,82,73,1017.0,0.6,2.0,12.1,24.42,44237.6
2015-02-24,29.4,21.2,23.9,83,64,1016.7,6.1,6.0,14.5,23.06,43720.7
2015-02-25,29.0,19.4,23.4,83,70,1017.1,5.2,5.0,14.8,24.07,41800.69
2015-02-26,28.1,19.6,23.3,83,45,1014.2,3.0,8.0,10.7,22.05,42435.99
2015-02-27,29.5,19.5,24.3,78,66,1011.7,0.1,1.0,12.6,22.2,41957.54
2015-02-28,24.8,19.1,21.5,89,80,1015.1,4.3,9.0,22.4,18.93,40254.83
2015-03-01,23.3,17.9,20.2,85,73,1018.1,0.4,3.0,22.2,16.76,39077.11
2015-03-02,26.7,16.0,20.9,80,43,1017.6,0.0,0.0,17.6,27.04,44434.98
2015-03-03,27.1,17.3,21.9,81,52,1016.1,0.0,0.0,18.6,25.0,43644.91
2015-03-04,26.8,18.0,22.0,85,33,1015.6,0.2,1.0,14.1,22.32,43420.96
2015-03-05,28.1,19.4,23.2,85,71,1014.1,1.4,7.0,11.2,21.12,39472.97
2015-03-06,27.1,20.3,22.6,88,94,1013.5,11.3,12.0,10.5,13.83,19881.78
2015-03-07,24.1,20.1,21.6,91,93,1013.5,15.9,21.0,12.5,8.92,20288.97
2015-03-08,24.6,19.8,21.3,91,97,1013.5,23.1,14.0,9.5,11.48,15522.58
2015-03-09,24.3,19.3,21.1,91,98,1012.5,22.5,13.0,16.3,8.87,10676.96
2015-03-10,25.3,19.0,21.6,86,67,1010.8,2.4,7.0,18.6,15.19,32945.26
2015-03-11,26.5,19.7,22.3,85,55,1010.5,2.8,8.0,23.2,18.13,32475.49
2015-03-12,26.3,18.6,22.0,86,74,1012.2,3.3,5.0,14.3,16.33,34721.28
2015-03-13,26.6,19.6,22.2,86,97,1013.6,9.3,8.0,13.4,16.88,29512.68
2015-03-14,25.9,19.9,22.5,86,96,1014.5,6.0,14.0,4.7,16.91,37466.54
2015-03-15,26.8,20.3,22.5,88,94,1014.8,7.0,12.0,13.8,13.97,23708.71
2015-03-16,27.0,18.8,21.8,88,77,1014.1,10.5,7.0,11.1,18.55,30831.2
2015-03-17,24.1,19.3,21.0,91,99,1015.7,5.7,6.0,13.1,15.13,24450.15
2015-03-18,22.6,18.5,20.2,92,100,1017.1,5.6,16.0,12.0,10.67,4467.72
2015-03-19,24.1,18.9,20.4,94,100,1017.0,19.5,21.0,11.8,10.85,12542.24
2015-03-20,26.4,19.0,21.3,88,99,1014.3,9.5,11.0,10.0,15.8,26002.71
2015-03-21,24.4,19.3,21.1,84,95,1012.1,3.3,10.0,15.6,11.69,22896.89
2015-03-22,21.5,18.1,19.3,93,95,1013.2,23.7,18.0,16.6,8.86,17090.09
2015-03-23,22.5,17.0,19.2,88,73,1017.8,0.7,3.0,18.4,15.04,40334.45
2015-03-24,24.1,16.0,19.3,87,59,1020.2,0.0,0.0,17.1,19.83,40264.58
2015-03-25,24.2,16.2,19.8,85,58,1019.1,0.0,0.0,15.3,18.19,40276.84
2015-03-26,27.7,16.9,21.8,81,80,1014.9,0.0,0.0,15.9,20.81,39786.76
2015-03-27,26.5,18.0,21.5,85,76,1016.8,0.0,0.0,11.8,22.0,37018.65
2015-03-28,26.2,18.8,21.7,84,57,1018.1,0.0,0.0,14.3,20.85,42073.76
2015-03-29,26.6,18.8,21.3,90,89,1015.8,12.2,8.0,14.2,13.9,29483.46
2015-03-30,27.2,19.5,22.6,85,88,1014.0,0.0,0.0,14.8,14.98,34062.18
2015-03-31,27.0,20.2,22.8,84,67,1013.8,1.4,7.0,20.3,17.48,36000.0
2015-04-01,24.7,18.6,21.2,86,86,1016.2,0.0,0.0,15.9,17.28,36781.45
2015-04-02,23.7,16.8,19.7,84,41,1018.0,0.0,0.0,17.6,20.24,40124.45
2015-04-03,24.2,15.2,19.0,85,58,1016.2,0.0,0.0,17.1,18.34,39420.35
2015-04-04,26.2,17.1,20.9,83,66,1013.1,0.5,4.0,12.6,17.86,41111.26
2015-04-05,26.1,19.3,22.0,86,92,1010.4,5.2,7.0,22.7,11.43,29489.91
2015-04-06,23.0,17.1,20.1,89,75,1011.1,2.5,9.0,23.6,13.32,31130.08
2015-04-07,18.3,14.9,16.9,86,79,1016.9,0.9,9.0,24.0,12.0,22482.58
2015-04-08,22.4,14.0,17.3,80,23,1018.6,0.0,0.0,18.3,18.08,41448.97
2015-04-09,23.1,14.6,18.4,87,57,1019.2,0.2,2.0,13.7,15.58,36972.06
2015-04-10,23.3,16.9,19.3,86,77,1020.0,0.2,1.0,13.5,14.84,36501.17
2015-04-11,25.8,15.7,20.0,84,75,1018.4,0.0,0.0,12.7,17.11,40060.26
2015-04-12,24.8,16.6,19.9,86,78,1017.2,0.0,0.0,14.7,19.02,38140.28
2015-04-13,23.0,16.6,19.3,87,94,1018.6,0.0,0.0,15.0,14.21,34166.75
2015-04-14,23.8,17.2,20.0,87,79,1017.3,0.8,3.0,13.7,13.74,37478.05
2015-04-15,25.9,17.8,21.1,87,59,1015.0,4.0,6.0,14.8,13.79,36785.24
2015-04-16,24.8,18.2,20.5,90,63,1015.3,6.5,7.0,15.1,14.7,35569.93
2015-04-17,24.3,18.0,20.2,87,91,1017.2,0.0,0.0,14.8,13.58,33445.61
2015-04-18,27.8,17.5,22.0,84,69,1014.7,0.0,0.0,16.4,17.92,38599.85
2015-04-19,25.7,19.7,22.0,91,97,1014.5,2.8,8.0,10.2,10.71,28503.66
2015-04-20,27.6,19.9,23.3,85,88,1013.2,1.5,5.0,10.5,15.75,36298.27
2015-04-21,27.4,19.4,22.3,87,92,1013.8,5.0,4.0,17.1,14.64,26387.84
2015-04-22,22.3,18.2,19.7,94,100,1016.7,4.1,7.0,14.7,8.69,13349.96
2015-04-23,22.6,17.8,19.8,91,80,1017.5,4.5,11.0,14.5,9.37,27397.79
2015-04-24,25.2,18.4,20.8,89,74,1017.5,1.8,6.0,14.7,14.87,36403.56
2015-04-25,20.7,15.9,18.0,88,74,1019.6,0.2,2.0,18.3,13.47,36104.89
2015-04-26,21.9,15.6,18.0,87,77,1019.9,0.0,0.0,17.6,13.31,36922.9
2015-04-27,23.4,15.9,18.9,85,60,1018.4,0.0,0.0,14.9,16.18,34627.97
2015-04-28,24.2,16.7,19.4,85,74,1016.7,0.0,0.0,17.6,15.89,35619.66
2015-04-29,20.2,15.4,17.4,91,70,1018.2,0.4,3.0,17.8,14.98,35008.51
2015-04-30,18.5,14.3,16.1,91,72,1019.3,1.7,6.0,19.9,11.98,35432.68
2015-05-01,20.2,12.4,16.1,87,48,1017.9,0.0,0.0,16.1,14.23,37697.97
2015-05-02,24.1,14.4,18.3,84,71,1015.9,0.0,0.0,12.2,16.69,38018.6
2015-05-03,25.8,16.1,20.8,77,76,1014.1,0.0,0.0,21.5,15.2,36458.37
2015-05-04,20.8,17.4,19.7,82,97,1014.4,13.7,14.0,22.4,3.77,2780.19
2015-05-05,18.7,15.6,17.2,93,98,1018.8,1.4,11.0,16.3,6.0,2591.38
2015-05-06,19.1,15.1,16.9,89,86,1018.8,0.8,5.0,15.0,6.54,7183.92
2015-05-07,20.3,14.2,16.2,90,79,1019.2,0.1,1.0,17.9,14.97,31011.45
2015-05-08,16.7,13.5,15.1,87,91,1022.9,0.2,1.0,22.4,7.31,7863.38
2015-05-09,23.8,11.7,17.0,84,26,1020.0,0.0,0.0,12.2,17.29,37475.27
2015-05-10,23.6,13.6,18.3,87,90,1015.8,20.0,10.0,11.4,12.02,31633.04
2015-05-11,21.7,16.0,18.8,89,84,1012.9,1.1,8.0,20.5,9.34,27292.53
2015-05-12,19.7,13.5,16.6,87,50,1017.4,0.6,6.0,15.6,13.2,36243.48
2015-05-13,19.0,14.6,16.3,88,99,1022.1,0.0,0.0,18.8,10.62,30688.78
2015-05-14,19.0,14.5,16.4,89,93,1022.1,0.0,0.0,19.2,10.47,27775.4
2015-05-15,20.6,14.0,16.6,86,88,1022.5,0.0,0.0,13.4,12.46,27811.48
2015-05-16,21.7,12.9,16.8,86,56,1023.6,0.0,0.0,12.7,16.95,36508.79
2015-05-17,21.8,13.9,17.7,86,95,1023.6,0.0,0.0,10.1,13.47,36253.52
2015-05-18,21.5,16.1,18.1,89,97,1022.7,0.8,4.0,12.4,10.38,22013.5
2015-05-19,20.3,16.5,17.6,93,91,1021.8,2.9,8.0,12.3,8.56,21600.0
2015-05-20,22.0,15.3,17.8,89,71,1021.5,0.2,1.0,10.6,13.29,32594.13
2015-05-21,23.3,15.7,18.7,87,69,1023.0,0.0,0.0,10.6,13.83,31086.73
2015-05-22,24.4,15.8,19.6,84,46,1022.2,0.0,0.0,7.2,14.11,33435.1
2015-05-23,25.3,14.8,19.8,79,61,1019.4,0.0,0.0,11.8,15.53,33458.63
2015-05-24,25.8,16.3,20.4,74,52,1016.7,0.0,0.0,21.2,16.08,36000.0
2015-05-25,26.7,16.1,21.0,81,82,1017.2,0.0,0.0,11.0,14.95,36000.0
2015-05-26,23.8,18.7,20.5,91,93,1018.5,0.0,0.0,12.0,9.91,29001.76
2015-05-27,26.8,18.6,21.7,79,57,1015.2,0.1,1.0,18.0,13.95,35479.61
2015-05-28,19.7,17.0,18.5,88,83,1014.8,8.7,13.0,20.7,3.88,4124.95
2015-05-29,20.3,15.3,17.0,86,69,1014.3,1.7,8.0,20.1,9.53,24763.77
2015-05-30,21.5,12.0,16.5,80,91,1016.5,2.7,3.0,12.4,13.22,32553.16
2015-05-31,20.1,15.2,17.1,93,99,1018.5,23.1,15.0,15.5,5.98,6410.04
2015-06-01,18.2,14.4,16.3,94,94,1021.5,0.6,4.0,15.1,5.05,800.53
2015-06-02,17.9,14.2,15.9,92,100,1021.6,0.0,0.0,15.6,5.11,3317.05
2015-06-03,21.5,15.3,17.7,88,68,1021.0,0.2,2.0,12.7,11.12,33089.58
2015-06-04,23.7,13.4,17.9,89,41,1022.3,0.0,0.0,10.3,14.16,34276.49
2015-06-05,23.9,14.9,18.8,84,46,1021.8,0.0,0.0,8.6,15.02,36133.08
2015-06-06,25.1,13.5,19.1,78,13,1018.8,0.0,0.0,16.4,15.19,36000.0
2015-06-07,24.9,15.0,19.5,73,9,1019.5,0.0,0.0,17.3,14.42,36136.95
2015-06-08,24.9,14.7,19.6,71,6,1018.9,0.0,0.0,10.5,15.29,36138.11
2015-06-09,24.6,14.3,19.3,70,3,1017.8,0.0,0.0,8.4,15.31,36138.67
2015-06-10,24.6,14.8,19.2,70,18,1017.5,0.0,0.0,15.3,14.5,36062.48
2015-06-11,25.6,14.1,19.5,68,0,1016.5,0.0,0.0,19.4,15.19,36137.5
2015-06-12,18.8,16.0,17.2,89,76,1018.6,0.0,0.0,17.1,4.86,7810.75
2015-06-13,26.3,15.1,19.9,76,24,1015.1,0.0,0.0,21.3,14.87,36133.55
2015-06-14,26.5,15.9,21.0,66,23,1011.9,0.0,0.0,33.9,14.91,36000.0
2015-06-15,20.3,12.1,15.5,90,87,1016.6,14.3,15.0,22.1,1.35,0.0
2015-06-16,16.4,10.9,13.6,90,95,1020.7,0.0,0.0,14.2,7.6,19332.6
2015-06-17,24.9,13.4,18.6,85,43,1018.7,0.0,0.0,12.3,12.75,36000.0
2015-06-18,26.1,15.2,19.7,82,29,1017.0,9.6,6.0,27.1,13.98,36000.0
2015-06-19,15.0,12.7,13.5,93,100,1025.7,3.9,12.0,25.5,3.2,0.0
2015-06-20,18.8,12.0,14.7,86,51,1026.8,0.0,0.0,22.0,10.92,32400.0
2015-06-21,22.9,11.4,16.4,82,25,1025.1,0.0,0.0,8.1,15.04,36094.63
2015-06-22,24.0,13.1,17.7,82,50,1023.6,0.0,0.0,9.0,14.11,33377.82
2015-06-23,23.2,13.9,17.7,83,43,1023.7,0.0,0.0,16.6,13.27,36000.0
2015-06-24,15.3,12.5,14.0,92,97,1028.9,1.1,8.0,24.0,5.3,1749.99
2015-06-25,16.8,12.4,13.9,89,86,1030.3,0.0,0.0,21.5,6.92,16965.48
2015-06-26,17.6,12.2,14.3,87,67,1030.4,0.0,0.0,18.9,9.65,33166.56
2015-06-27,19.7,9.4,14.2,84,22,1028.0,0.0,0.0,13.3,15.37,36327.49
2015-06-28,20.5,9.4,14.6,78,31,1024.2,0.0,0.0,10.0,15.47,36318.77
2015-06-29,23.2,9.8,16.2,76,35,1020.8,0.0,0.0,13.4,12.98,36030.49
2015-06-30,24.2,14.7,18.6,70,53,1018.5,0.0,0.0,26.2,14.55,36020.95
2015-07-01,20.8,15.7,17.5,85,78,1019.6,11.1,9.0,16.9,6.92,21949.45
2015-07-02,19.5,15.3,16.6,93,100,1019.6,2.2,2.0,12.4,5.52,3212.46
2015-07-03,20.3,15.2,17.6,90,99,1015.3,14.5,18.0,18.4,4.47,3816.58
2015-07-04,20.6,10.9,16.5,88,100,1016.7,11.6,12.0,19.1,5.71,3136.7
2015-07-05,14.1,10.5,12.2,87,99,1022.7,0.2,1.0,18.2,4.5,962.41
2015-07-06,20.2,12.7,15.7,88,92,1020.5,0.0,0.0,15.5,10.38,22258.15
2015-07-07,20.7,14.1,17.0,92,97,1018.8,9.0,15.0,14.4,6.23,13242.22
2015-07-08,19.9,15.1,17.4,89,100,1016.6,9.5,12.0,27.3,4.85,2350.12
2015-07-09,21.0,13.1,17.4,80,51,1017.7,0.2,1.0,30.2,12.08,33783.66
2015-07-10,22.9,12.2,16.9,84,34,1020.2,0.0,0.0,9.2,13.75,36456.13
2015-07-11,25.1,14.3,18.9,79,96,1019.7,0.7,2.0,17.7,12.53,30607.54
2015-07-12,26.3,13.8,19.7,77,34,1017.5,0.0,0.0,16.2,14.88,36428.02
2015-07-13,26.8,16.6,20.7,69,79,1016.0,0.0,0.0,19.9,14.31,36413.76
2015-07-14,26.8,17.0,21.0,62,57,1017.3,0.0,0.0,21.6,15.15,36950.77
2015-07-15,25.6,15.7,20.0,76,90,1021.3,0.0,0.0,14.0,13.91,36000.0
2015-07-16,25.1,15.6,19.3,85,99,1022.1,0.0,0.0,9.9,13.68,31989.54
2015-07-17,24.4,15.6,19.2,79,92,1022.9,0.0,0.0,15.6,13.78,33638.34
2015-07-18,23.7,15.0,18.4,77,66,1022.3,0.0,0.0,10.0,14.25,32579.44
2015-07-19,24.5,13.3,18.5,71,9,1020.9,0.0,0.0,14.2,16.02,37423.15
2015-07-20,24.8,12.6,18.5,67,30,1018.2,0.0,0.0,21.0,15.86,37133.55
2015-07-21,20.9,12.9,16.2,82,76,1018.1,1.3,4.0,21.9,5.25,14400.0
2015-07-22,15.2,12.6,13.8,90,100,1023.3,0.3,3.0,18.9,4.09,200.94
2015-07-23,20.1,14.0,16.4,89,89,1023.6,2.2,9.0,14.1,8.97,27697.08
2015-07-24,24.5,13.2,18.0,81,49,1019.9,8.1,7.0,17.0,14.82,36796.78
2015-07-25,17.3,13.7,15.4,98,89,1019.1,13.0,16.0,10.8,4.71,10178.12
2015-07-26,20.8,12.3,15.6,85,46,1019.0,0.0,0.0,12.7,14.77,32521.33
2015-07-27,21.6,11.5,15.2,86,52,1019.4,0.0,0.0,7.1,14.46,35630.73
2015-07-28,22.5,11.9,16.1,81,40,1020.5,0.0,0.0,7.5,17.18,37353.65
2015-07-29,22.0,11.7,15.8,84,47,1022.4,0.0,0.0,7.1,16.32,36169.27
2015-07-30,23.1,11.7,16.4,85,61,1022.3,0.0,0.0,9.7,16.38,35788.17
2015-07-31,25.2,15.2,18.9,83,48,1021.4,0.0,0.0,9.0,16.45,34639.07
2015-08-01,25.1,14.5,19.1,77,33,1020.5,0.0,0.0,7.7,16.95,37592.15
2015-08-02,25.2,12.8,19.3,65,1,1018.3,0.0,0.0,14.0,17.71,38448.71
2015-08-03,25.8,12.5,19.1,65,0,1018.3,0.0,0.0,17.0,17.87,38474.45
2015-08-04,26.1,15.0,19.7,69,2,1019.9,0.0,0.0,10.7,17.83,38499.94
2015-08-05,25.4,13.2,18.8,72,20,1018.9,0.0,0.0,11.8,16.96,38466.9
2015-08-06,26.2,15.8,20.1,68,46,1017.0,0.0,0.0,12.8,14.58,34782.04
2015-08-07,27.1,13.8,20.0,64,2,1016.7,0.0,0.0,13.0,18.12,38574.65
2015-08-08,26.7,14.5,19.8,72,3,1018.7,0.0,0.0,12.8,18.17,38598.92
2015-08-09,24.8,14.7,19.1,84,54,1020.2,0.0,0.0,12.8,16.55,38623.04
2015-08-10,25.5,14.3,19.7,79,19,1022.0,0.0,0.0,12.0,18.49,38646.97
2015-08-11,25.5,15.7,19.4,84,57,1022.8,0.0,0.0,13.6,17.47,37370.28
2015-08-12,24.4,15.2,18.9,81,21,1022.4,0.0,0.0,9.7,18.77,38694.3
2015-08-13,25.9,14.7,19.5,77,45,1022.0,0.0,0.0,10.8,18.87,38717.69
2015-08-14,25.7,13.9,19.2,78,37,1021.1,0.0,0.0,10.7,18.62,38740.9
2015-08-15,26.6,14.2,20.4,64,19,1020.4,0.0,0.0,16.9,18.14,38084.74
2015-08-16,27.2,15.3,20.4,69,20,1021.6,0.0,0.0,16.5,18.26,38824.72
2015-08-17,26.1,14.2,19.6,74,38,1021.0,0.0,0.0,11.3,19.09,38809.44
2015-08-18,26.4,15.3,20.7,60,83,1018.2,0.0,0.0,20.4,14.45,28643.65
2015-08-19,28.2,15.5,21.3,57,20,1014.3,0.7,1.0,29.5,17.33,38854.22
2015-08-20,18.3,12.5,15.4,84,62,1019.7,0.0,0.0,19.4,10.2,25250.1
2015-08-21,20.8,13.5,16.2,81,68,1019.9,0.0,0.0,17.5,16.17,35313.14
2015-08-22,24.4,13.9,18.1,80,45,1016.9,0.0,0.0,12.6,19.42,38920.06
2015-08-23,29.4,14.3,20.7,71,74,1014.9,0.0,0.0,16.0,19.85,38616.73
2015-08-24,18.1,14.1,16.7,85,100,1018.6,6.1,6.0,21.9,8.18,10385.84
2015-08-25,18.9,14.1,16.2,96,97,1018.8,15.3,20.0,15.8,8.62,11445.54
2015-08-26,23.2,15.3,18.2,87,57,1017.4,0.0,0.0,13.8,15.07,35079.64
2015-08-27,22.1,14.4,17.9,87,83,1017.5,8.5,6.0,14.4,8.2,18767.82
2015-08-28,20.1,13.9,16.5,85,75,1021.9,0.0,0.0,16.1,15.33,39047.17
2015-08-29,24.3,13.8,17.9,82,42,1021.5,0.0,0.0,12.1,20.89,39776.92
2015-08-30,28.8,13.2,21.0,72,2,1019.1,0.0,0.0,8.5,21.65,41043.18
2015-08-31,30.3,16.2,23.1,64,0,1017.8,0.0,0.0,11.2,21.69,41286.29
2015-09-01,29.2,16.0,20.2,72,31,1019.4,0.0,0.0,25.6,21.29,40849.11
2015-09-02,18.0,14.1,15.6,85,89,1021.1,0.0,0.0,18.6,11.33,29707.15
2015-09-03,24.2,14.2,17.6,84,65,1016.8,0.6,4.0,13.3,17.43,39214.21
2015-09-04,18.9,14.7,16.2,95,82,1017.1,2.8,11.0,16.1,9.43,20106.49
2015-09-05,17.7,13.8,15.4,88,86,1019.0,0.1,1.0,22.2,8.57,9909.92
2015-09-06,20.5,13.0,16.4,92,81,1015.6,3.8,7.0,13.0,11.3,28307.02
2015-09-07,24.8,15.3,19.8,86,67,1012.0,13.5,10.0,22.0,14.78,37796.12
2015-09-08,25.1,17.6,20.5,86,100,1009.5,42.3,16.0,21.1,8.4,8811.74
2015-09-09,21.7,15.7,18.6,82,66,1013.4,22.1,12.0,16.7,15.45,33843.54
2015-09-10,23.5,15.4,19.2,85,90,1013.3,4.4,8.0,22.3,11.19,18327.57
2015-09-11,21.6,14.9,18.6,91,97,1013.0,67.7,21.0,21.1,5.17,1236.64
2015-09-12,15.1,12.6,14.1,92,100,1019.8,4.0,14.0,16.4,4.68,510.18
2015-09-13,16.7,12.6,14.0,89,100,1022.0,0.6,4.0,17.2,9.39,5653.06
2015-09-14,20.0,13.3,15.8,84,77,1022.3,0.0,0.0,18.1,18.46,35422.38
2015-09-15,27.1,14.4,19.9,81,41,1018.6,0.1,1.0,16.2,21.06,40073.97
2015-09-16,30.6,17.2,23.5,69,16,1014.4,0.0,0.0,22.6,23.32,42647.93
2015-09-17,31.5,17.8,24.7,62,24,1013.7,0.0,0.0,19.3,23.62,42727.48
2015-09-18,32.1,18.8,25.6,59,20,1014.7,0.0,0.0,14.9,23.13,42807.35
2015-09-19,31.5,19.3,25.3,69,18,1015.8,0.0,0.0,15.0,24.09,42887.68
2015-09-20,29.6,18.5,22.9,82,43,1016.5,0.0,0.0,14.7,23.37,42968.42
2015-09-21,29.7,17.1,22.4,79,22,1015.4,0.0,0.0,10.7,24.46,43049.5
2015-09-22,31.1,17.2,23.0,75,15,1014.2,0.0,0.0,11.2,24.83,43129.52
2015-09-23,31.8,17.0,23.7,70,7,1012.7,0.0,0.0,11.3,25.14,43148.87
2015-09-24,33.9,18.1,26.1,59,0,1010.7,0.0,0.0,15.7,25.57,43168.31
2015-09-25,31.9,19.6,24.9,64,40,1013.2,1.6,2.0,11.2,20.98,43187.87
2015-09-26,24.7,19.1,20.8,91,98,1016.7,19.4,12.0,15.0,6.66,5589.99
2015-09-27,28.7,19.2,23.1,84,61,1013.2,6.8,10.0,17.1,20.93,36632.38
2015-09-28,25.0,17.7,20.6,88,89,1012.3,19.6,15.0,22.9,13.78,30985.3
2015-09-29,25.1,17.1,19.9,90,100,1013.8,2.3,9.0,13.6,11.85,16639.84
2015-09-30,26.1,18.5,20.8,88,88,1014.5,16.7,10.0,13.8,17.97,27429.54
2015-10-01,23.2,18.1,20.1,91,90,1016.1,2.2,5.0,15.6,15.29,34160.16
2015-10-02,28.2,18.7,22.9,82,73,1013.4,0.6,2.0,14.1,23.15,39288.93
2015-10-03,26.1,18.9,21.6,87,100,1015.0,6.3,15.0,15.3,10.94,13248.62
2015-10-04,19.3,16.1,17.7,94,99,1017.3,0.7,5.0,14.6,6.54,4652.97
2015-10-05,19.6,14.6,16.9,86,93,1019.2,0.0,0.0,19.2,14.09,34294.13
2015-10-06,23.0,13.6,17.5,86,54,1018.9,0.0,0.0,16.6,24.41,43200.0
2015-10-07,28.6,15.5,21.7,80,40,1015.5,0.0,0.0,12.4,25.95,43200.0
2015-10-08,31.7,17.8,24.7,69,44,1012.6,0.0,0.0,15.2,26.83,43200.0
2015-10-09,31.3,18.8,23.9,73,98,1013.5,0.0,0.0,18.8,22.55,37464.4
2015-10-10,27.7,19.4,22.5,82,97,1016.2,1.9,9.0,17.9,14.41,21399.43
