time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,relative_humidity_2m_mean,cloud_cover_mean,pressure_msl_mean,precipitation_sum,precipitation_hours,wind_speed_10m_max,shortwave_radiation_sum,sunshine_duration
2017-12-10,26.8,16.2,20.9,81,90,1006.7,0.6,4.0,13.2,24.78,43707.08
2017-12-11,28.2,17.2,20.9,83,74,1008.7,6.0,6.0,26.1,22.92,37805.88
2017-12-12,19.8,16.3,17.5,89,89,1016.5,0.9,6.0,22.5,7.55,4891.81
2017-12-13,22.6,16.0,18.5,87,84,1018.0,0.0,0.0,19.3,16.35,24640.55
2017-12-14,28.0,16.1,21.1,83,47,1016.2,0.0,0.0,15.5,26.44,43721.17
2017-12-15,29.2,16.8,21.9,80,69,1013.7,0.0,0.0,19.1,26.52,41270.76
2017-12-16,28.5,17.2,22.8,77,29,1013.1,0.0,0.0,14.2,26.92,48148.12
2017-12-17,29.7,19.5,24.1,72,29,1013.9,3.4,4.0,15.5,26.31,45911.88
2017-12-18,27.0,19.4,22.3,80,84,1016.5,4.2,10.0,20.3,22.11,45535.06
2017-12-19,26.5,19.3,21.9,86,85,1017.7,2.3,5.0,16.8,20.83,40268.05
2017-12-20,28.7,19.5,22.5,83,99,1014.5,4.1,10.0,11.3,18.31,23405.33
2017-12-21,21.1,19.0,20.1,89,100,1013.4,10.0,19.0,12.6,4.75,0.0
2017-12-22,23.6,18.6,20.9,82,83,1013.3,6.2,11.0,18.8,13.86,27915.76
2017-12-23,27.1,19.0,22.8,78,81,1012.4,0.0,0.0,25.5,23.87,45532.54
2017-12-24,27.2,20.4,23.6,77,75,1010.4,0.1,1.0,23.9,18.67,41472.02
2017-12-25,27.1,19.6,21.6,89,96,1012.5,7.8,9.0,18.0,14.8,17682.75
2017-12-26,26.5,19.8,22.0,88,85,1014.3,9.7,9.0,15.3,19.57,36712.95
2017-12-27,26.4,19.9,22.2,89,93,1014.6,9.3,6.0,19.2,19.98,41060.55
2017-12-28,22.7,19.9,21.1,93,95,1014.1,10.6,11.0,13.4,7.0,7132.0
2017-12-29,24.0,19.2,21.0,90,99,1011.9,13.6,19.0,14.1,6.3,0.0
2017-12-30,24.0,19.7,21.4,88,95,1009.8,22.4,22.0,28.2,12.92,16240.11
2017-12-31,23.7,18.9,21.1,89,79,1010.5,13.4,18.0,32.7,15.92,34526.5
2018-01-01,25.7,19.9,22.5,84,75,1011.0,1.6,6.0,20.2,19.78,43287.9
2018-01-02,25.2,20.1,22.2,85,97,1008.0,1.1,9.0,28.8,15.8,27355.78
2018-01-03,23.8,19.3,21.2,88,89,1008.2,3.4,11.0,24.5,12.23,24073.73
2018-01-04,26.3,16.5,20.9,80,80,1013.9,0.0,0.0,20.6,28.75,46578.73
2018-01-05,25.9,15.4,20.3,87,75,1014.4,3.0,9.0,17.7,22.73,43065.89
2018-01-06,24.5,18.7,21.3,85,98,1013.8,9.4,15.0,16.6,15.66,24743.65
2018-01-07,19.8,16.4,18.2,85,100,1015.8,12.0,19.0,15.8,5.66,2467.81
2018-01-08,20.8,17.6,18.8,92,100,1018.1,25.5,24.0,16.6,6.24,0.0
2018-01-09,23.6,16.6,19.5,92,97,1019.6,11.7,14.0,14.2,11.29,9199.65
2018-01-10,27.5,16.9,21.5,84,92,1019.3,0.6,3.0,16.1,21.98,45672.34
2018-01-11,27.3,18.7,21.8,86,99,1017.4,5.3,7.0,18.0,20.67,28470.67
2018-01-12,24.6,18.7,20.9,83,97,1014.1,1.3,5.0,22.8,16.85,28611.36
2018-01-13,24.4,18.0,20.9,85,96,1012.7,2.3,6.0,18.1,15.27,26538.94
2018-01-14,27.7,19.8,22.8,78,77,1013.2,11.2,7.0,16.7,22.01,35663.82
2018-01-15,26.7,19.6,22.8,78,90,1014.1,7.2,3.0,21.0,21.64,42731.46
2018-01-16,26.3,19.5,22.3,83,98,1015.9,12.3,14.0,17.7,17.47,29851.33
2018-01-17,28.6,19.1,22.8,87,93,1015.5,6.0,4.0,10.1,20.62,40288.24
2018-01-18,28.7,20.0,23.9,82,84,1014.4,7.5,7.0,19.2,23.36,46451.89
2018-01-19,28.8,19.5,22.5,84,98,1015.4,8.6,11.0,18.6,16.55,18018.58
2018-01-20,27.7,18.9,21.7,90,92,1015.7,13.2,7.0,18.7,16.68,32462.44
2018-01-21,28.6,17.9,22.2,86,91,1014.3,4.3,6.0,14.3,22.37,35459.61
2018-01-22,29.6,19.1,23.7,81,81,1011.9,3.9,9.0,11.6,23.78,40911.58
2018-01-23,31.0,19.9,24.3,78,80,1011.9,1.6,2.0,11.9,26.57,45610.78
2018-01-24,28.9,19.4,23.2,84,92,1012.2,23.4,9.0,9.3,21.28,31301.95
2018-01-25,27.3,19.2,22.2,87,87,1012.8,3.5,9.0,22.0,22.47,40451.08
2018-01-26,22.5,19.2,20.3,90,87,1014.2,1.6,6.0,23.0,12.61,30039.2
2018-01-27,23.0,17.8,19.8,87,85,1014.5,0.3,3.0,22.9,15.08,32919.54
2018-01-28,28.1,17.6,22.1,86,68,1011.6,7.0,6.0,15.0,23.18,46002.99
2018-01-29,26.0,19.7,22.3,88,98,1009.2,14.5,13.0,18.9,14.25,22939.61
2018-01-30,21.0,17.6,19.0,92,90,1010.4,8.5,13.0,15.3,8.25,6870.55
2018-01-31,23.0,16.5,19.5,86,62,1011.9,0.8,5.0,20.2,22.24,46250.26
2018-02-01,24.6,16.1,19.8,86,61,1012.4,0.4,3.0,22.7,24.37,45264.92
2018-02-02,26.2,17.6,20.3,86,78,1010.7,0.4,2.0,20.3,18.08,30942.46
2018-02-03,23.3,16.1,19.7,86,80,1011.0,1.2,6.0,25.4,18.49,41873.22
2018-02-04,24.1,14.5,18.4,86,87,1013.8,0.5,3.0,22.9,17.64,30212.2
2018-02-05,23.6,16.3,19.3,86,98,1012.3,0.7,6.0,22.0,19.54,33003.55
2018-02-06,22.7,17.4,19.4,88,96,1011.1,2.3,13.0,16.1,11.81,20090.9
2018-02-07,26.3,16.9,20.4,83,58,1011.7,0.1,1.0,17.6,23.66,45525.16
2018-02-08,27.7,16.3,21.5,80,48,1012.8,0.0,0.0,14.8,25.85,41046.22
2018-02-09,29.8,16.5,23.4,70,42,1013.2,0.0,0.0,16.6,26.32,44396.14
2018-02-10,28.0,19.6,23.7,76,80,1013.5,4.0,5.0,15.5,24.58,43634.83
2018-02-11,29.0,19.2,23.8,81,96,1013.2,0.6,4.0,9.4,23.81,38961.56
2018-02-12,28.6,20.4,23.5,82,96,1013.0,4.2,8.0,19.8,21.84,39600.0
2018-02-13,20.2,17.8,19.0,94,99,1018.2,3.2,10.0,23.0,6.87,1634.53
2018-02-14,21.1,17.2,18.7,94,99,1020.4,7.0,15.0,18.9,7.89,2708.95
2018-02-15,23.8,17.6,19.5,89,96,1020.9,2.5,9.0,21.8,14.27,20419.95
2018-02-16,22.8,17.2,19.4,89,86,1020.8,0.9,2.0,20.1,17.09,34669.83
2018-02-17,24.1,16.9,19.6,89,97,1017.9,1.7,5.0,18.2,14.54,18227.83
2018-02-18,22.9,18.6,20.5,89,99,1014.3,5.0,14.0,14.3,9.61,11931.71
2018-02-19,25.7,17.9,21.5,84,95,1011.2,1.9,7.0,19.1,17.94,30030.99
2018-02-20,25.9,19.8,22.4,82,99,1009.4,1.1,3.0,26.5,17.72,31313.05
2018-02-21,27.0,20.0,22.9,79,64,1009.2,1.5,8.0,22.7,23.67,40647.77
2018-02-22,27.1,17.4,22.1,77,53,1010.4,1.3,10.0,14.9,21.66,44752.07
2018-02-23,24.1,18.2,20.5,86,70,1014.6,4.6,9.0,20.4,19.68,41941.7
2018-02-24,25.3,16.6,19.7,86,47,1016.7,1.2,4.0,23.2,23.85,42785.46
2018-02-25,24.3,16.0,19.6,88,64,1016.5,0.6,5.0,21.4,19.84,40914.8
2018-02-26,24.3,16.5,20.2,89,87,1015.3,15.9,13.0,13.2,14.24,30781.13
2018-02-27,25.1,18.0,21.2,86,86,1014.0,2.3,9.0,16.6,17.76,42306.05
2018-02-28,28.4,17.7,21.9,86,72,1013.4,0.1,1.0,20.0,24.51,36685.63
2018-03-01,28.0,18.4,22.4,87,74,1015.0,3.6,6.0,13.9,22.51,41819.55
2018-03-02,29.2,19.6,22.9,87,89,1015.1,1.8,6.0,14.4,21.61,28594.68
2018-03-03,26.4,18.6,21.9,88,84,1013.1,1.6,6.0,14.9,19.22,36403.16
2018-03-04,27.2,19.3,22.0,89,85,1011.0,8.1,6.0,14.2,17.95,28787.78
2018-03-05,27.9,19.6,22.7,87,74,1010.1,3.1,2.0,16.4,21.83,37638.14
2018-03-06,28.3,18.6,22.4,87,87,1010.9,1.5,4.0,18.4,20.41,36289.92
2018-03-07,26.6,20.0,22.0,91,96,1011.2,12.8,10.0,22.4,14.25,31424.1
2018-03-08,23.5,18.8,20.7,89,89,1013.2,1.3,9.0,22.1,13.89,28163.72
2018-03-09,24.6,18.3,20.5,89,88,1013.7,0.8,5.0,19.2,14.76,24952.62
2018-03-10,25.6,17.7,20.7,91,84,1011.9,17.6,6.0,18.0,12.06,22113.0
2018-03-11,27.1,18.5,21.9,86,50,1010.3,0.0,0.0,12.4,22.04,34229.0
2018-03-12,28.7,17.0,22.9,81,34,1009.0,0.0,0.0,17.1,21.05,42568.67
2018-03-13,26.4,20.8,22.8,90,76,1012.2,1.8,9.0,13.8,17.23,38730.5
2018-03-14,30.0,19.3,23.5,85,79,1013.6,14.0,4.0,18.0,20.31,29367.0
2018-03-15,29.1,18.8,23.6,81,89,1013.5,3.8,8.0,21.1,18.09,36488.63
2018-03-16,28.2,21.5,23.8,82,69,1013.7,0.8,4.0,15.8,21.24,42470.77
2018-03-17,26.2,18.8,22.3,87,63,1013.8,1.5,7.0,18.6,18.41,36275.76
2018-03-18,28.3,16.6,21.6,87,62,1012.0,0.0,0.0,18.5,17.84,38549.05
2018-03-19,29.5,19.2,24.2,80,73,1010.5,0.1,1.0,13.8,21.35,40206.36
2018-03-20,28.9,20.5,23.3,86,95,1012.3,4.5,2.0,11.8,18.02,34065.86
2018-03-21,26.4,19.8,21.5,88,97,1013.4,2.4,8.0,22.7,13.77,24503.31
2018-03-22,24.3,18.6,20.4,90,92,1014.4,1.6,7.0,20.9,11.68,17498.19
2018-03-23,27.9,18.7,22.2,87,70,1014.3,0.6,2.0,16.3,19.86,41509.67
2018-03-24,28.2,18.4,22.6,84,50,1014.7,1.7,1.0,14.4,20.35,38926.33
2018-03-25,27.6,19.9,23.7,72,24,1014.5,0.0,0.0,14.3,21.06,42257.87
2018-03-26,27.4,19.0,21.6,85,64,1016.1,1.7,3.0,15.1,15.8,40043.62
2018-03-27,25.9,18.9,21.2,89,92,1017.7,6.7,12.0,13.4,14.41,28927.14
2018-03-28,26.8,18.4,21.3,88,84,1017.2,11.8,6.0,13.6,16.26,31465.52
2018-03-29,25.9,19.1,21.2,89,83,1016.6,2.3,3.0,13.3,15.79,32845.64
2018-03-30,26.5,18.1,21.1,89,83,1015.1,2.7,5.0,12.1,16.71,26446.34
2018-03-31,26.5,18.4,21.5,86,96,1013.8,6.6,6.0,11.3,14.78,28213.99
2018-04-01,25.5,19.5,21.8,85,97,1012.1,6.4,7.0,22.4,11.84,26163.5
2018-04-02,24.5,19.5,21.6,83,95,1011.4,1.3,5.0,20.6,11.73,23656.51
2018-04-03,25.1,18.4,20.8,85,71,1010.8,4.6,12.0,18.7,15.27,38420.48
2018-04-04,24.5,17.1,19.8,89,65,1012.1,0.6,4.0,14.7,15.63,34772.85
2018-04-05,25.9,17.1,20.2,87,61,1012.7,0.5,1.0,18.5,19.07,38944.6
2018-04-06,24.0,17.8,19.8,90,78,1014.1,2.8,7.0,17.9,17.07,39422.41
2018-04-07,25.0,17.2,20.1,88,67,1016.0,0.6,5.0,17.2,16.97,33948.3
2018-04-08,24.8,17.3,20.1,88,72,1017.6,0.2,2.0,17.5,13.67,30193.97
2018-04-09,24.7,16.6,19.9,89,61,1017.9,0.8,4.0,18.2,13.87,40564.45
2018-04-10,25.3,16.3,20.0,87,43,1018.5,0.1,1.0,17.1,19.73,41489.39
2018-04-11,25.2,16.4,19.7,85,38,1018.6,0.0,0.0,16.8,21.78,40553.51
2018-04-12,26.1,15.8,20.5,81,73,1018.5,0.1,1.0,13.7,18.87,40004.78
2018-04-13,27.1,16.1,21.5,77,14,1019.0,0.0,0.0,14.8,19.93,41257.47
2018-04-14,24.2,18.9,20.5,86,77,1022.1,1.5,10.0,22.4,16.69,36993.39
2018-04-15,19.7,17.3,18.4,93,99,1023.5,1.1,7.0,24.7,4.68,483.71
2018-04-16,19.7,15.7,17.5,89,92,1023.0,0.7,5.0,21.2,5.54,0.0
2018-04-17,21.1,14.5,17.1,85,63,1023.4,0.4,4.0,20.5,11.04,32362.42
2018-04-18,23.2,12.5,16.8,81,23,1023.6,0.0,0.0,16.1,21.47,40811.17
2018-04-19,24.4,11.6,17.0,83,46,1021.3,0.0,0.0,13.2,19.58,35126.78
2018-04-20,23.7,12.5,16.8,76,79,1019.4,0.0,0.0,15.5,20.5,38803.81
2018-04-21,23.8,11.7,16.8,81,33,1018.0,0.0,0.0,19.4,20.18,40652.35
2018-04-22,23.6,14.9,18.5,85,50,1017.8,0.3,3.0,19.4,15.18,38375.79
2018-04-23,24.7,15.8,19.1,85,62,1019.0,0.2,2.0,15.7,15.65,37904.85
2018-04-24,24.3,16.0,19.2,86,56,1020.0,0.6,3.0,17.2,16.02,34881.49
2018-04-25,25.7,16.5,19.8,85,68,1020.3,0.3,2.0,16.4,15.68,33294.26
2018-04-26,26.1,17.7,20.4,86,53,1019.0,0.0,0.0,15.3,17.18,37937.88
2018-04-27,25.9,18.2,21.0,84,63,1019.2,0.1,1.0,16.5,17.25,38342.91
2018-04-28,26.2,17.7,20.9,84,72,1019.5,1.0,1.0,12.7,16.17,36159.75
2018-04-29,26.2,16.8,20.6,82,54,1018.7,0.1,1.0,11.4,16.56,35152.44
2018-04-30,27.8,15.9,21.4,71,50,1017.5,0.0,0.0,12.9,18.14,37933.75
2018-05-01,25.3,15.3,20.1,81,39,1019.1,0.4,4.0,18.2,15.43,37446.46
2018-05-02,24.6,17.3,20.0,86,75,1020.4,0.7,3.0,16.1,12.35,30876.9
2018-05-03,27.2,16.9,21.0,78,46,1018.7,0.2,1.0,12.9,15.23,34493.04
2018-05-04,28.0,16.1,21.4,76,20,1018.0,0.0,0.0,14.8,18.6,38620.47
2018-05-05,26.8,16.2,20.8,77,34,1019.2,0.0,0.0,15.6,14.68,37070.79
2018-05-06,25.1,16.7,19.8,83,60,1021.4,1.6,6.0,19.2,15.55,34029.06
2018-05-07,23.2,17.0,19.1,84,67,1022.1,1.8,8.0,20.1,12.63,36886.47
2018-05-08,21.4,16.1,18.2,86,69,1021.8,0.6,6.0,20.5,7.92,21567.85
2018-05-09,23.6,15.1,18.1,82,49,1021.5,0.0,0.0,16.9,17.67,35288.99
2018-05-10,24.9,14.5,18.7,76,40,1019.0,0.0,0.0,15.8,16.79,35965.51
2018-05-11,26.4,12.6,19.5,65,41,1016.2,0.0,0.0,20.6,15.43,36751.83
2018-05-12,25.3,17.3,19.5,72,87,1015.1,0.8,3.0,19.5,11.29,31148.87
2018-05-13,21.3,16.3,17.6,85,89,1018.4,0.1,1.0,15.8,7.61,16195.48
2018-05-14,23.3,15.2,18.1,84,89,1019.1,0.0,0.0,17.0,10.76,31214.08
2018-05-15,22.9,14.7,18.6,86,60,1017.3,0.6,2.0,16.4,9.5,27013.65
2018-05-16,25.1,16.4,19.8,78,58,1016.2,2.3,6.0,18.2,13.8,36048.84
2018-05-17,22.5,16.2,18.6,86,87,1017.9,0.5,5.0,17.9,10.45,27740.4
2018-05-18,25.4,15.9,19.9,80,50,1014.8,1.8,3.0,21.1,12.57,33240.78
2018-05-19,21.8,14.8,18.8,82,88,1010.5,14.1,13.0,31.5,8.24,14992.83
2018-05-20,16.4,9.0,12.5,69,15,1014.6,0.0,0.0,30.0,16.56,37035.83
2018-05-21,19.1,7.0,12.5,74,16,1017.9,0.0,0.0,11.3,17.63,37063.8
2018-05-22,22.4,7.3,14.4,76,50,1018.9,0.0,0.0,11.1,16.96,35407.9
2018-05-23,20.7,10.8,14.6,87,74,1022.2,0.0,0.0,17.2,15.11,31729.37
2018-05-24,21.4,11.6,15.3,87,86,1024.1,0.0,0.0,19.0,14.61,33767.4
2018-05-25,20.9,13.3,16.2,86,69,1023.1,0.2,2.0,18.5,11.25,27180.26
2018-05-26,21.1,14.2,16.6,87,66,1022.5,1.1,1.0,15.5,12.64,32483.88
2018-05-27,21.7,13.6,16.5,86,55,1023.9,0.0,0.0,14.5,13.95,32765.85
2018-05-28,22.0,12.0,15.7,83,42,1024.7,0.0,0.0,18.0,15.94,32773.18
2018-05-29,22.1,11.5,15.9,77,18,1024.0,0.0,0.0,15.2,16.04,36104.81
2018-05-30,21.9,11.8,16.2,76,45,1022.0,0.0,0.0,17.0,16.24,36000.0
2018-05-31,23.3,11.3,17.1,73,41,1017.9,0.0,0.0,14.3,12.03,22784.56
2018-06-01,24.0,12.3,18.0,65,18,1016.1,0.0,0.0,16.7,16.11,36396.25
2018-06-02,25.4,14.9,19.6,60,70,1017.3,0.0,0.0,19.8,11.78,36000.0
2018-06-03,17.0,13.2,15.7,92,100,1023.6,1.7,10.0,17.8,2.92,0.0
2018-06-04,17.6,12.8,14.4,86,97,1024.7,0.4,4.0,16.9,4.92,1271.81
2018-06-05,19.2,13.1,15.6,88,93,1018.3,0.6,4.0,16.0,5.93,9208.96
2018-06-06,22.4,13.9,16.7,89,79,1014.2,2.6,15.0,15.5,10.02,33994.49
2018-06-07,22.4,14.0,17.4,90,83,1015.8,27.8,18.0,25.0,9.78,30673.47
2018-06-08,19.3,12.8,15.6,89,77,1019.7,1.7,9.0,17.5,10.05,24658.47
2018-06-09,22.7,12.4,16.1,87,99,1020.8,0.0,0.0,12.6,10.88,19576.41
2018-06-10,25.9,13.9,19.1,82,94,1017.4,0.0,0.0,15.5,12.69,28713.14
2018-06-11,26.4,15.3,20.2,78,73,1015.9,0.0,0.0,15.6,13.4,34470.93
2018-06-12,26.6,17.9,21.6,73,56,1015.6,0.5,1.0,18.4,14.59,32400.0
2018-06-13,24.6,17.3,19.7,87,89,1017.8,14.7,8.0,19.9,9.99,24753.35
2018-06-14,17.5,12.7,14.7,91,100,1023.1,6.9,17.0,18.5,3.23,0.0
2018-06-15,16.7,12.7,14.0,90,100,1024.7,1.1,9.0,15.1,4.85,0.0
2018-06-16,15.1,12.8,13.7,92,99,1026.1,0.6,5.0,19.8,6.02,12185.24
2018-06-17,18.7,12.9,14.5,92,92,1026.8,0.1,1.0,17.4,6.9,8777.4
2018-06-18,20.3,13.1,15.6,90,93,1026.6,0.1,1.0,19.4,9.48,28800.0
2018-06-19,21.9,13.7,16.5,87,86,1025.3,0.0,0.0,19.4,10.78,28448.46
2018-06-20,23.4,12.6,17.3,84,47,1023.6,0.0,0.0,8.8,14.51,33640.09
2018-06-21,24.0,12.1,17.6,79,65,1020.9,0.0,0.0,17.2,13.36,34167.09
2018-06-22,23.3,11.8,17.2,75,19,1019.8,0.0,0.0,12.0,13.73,36366.63
2018-06-23,25.1,13.3,18.7,72,43,1018.4,0.0,0.0,12.6,14.02,36358.92
2018-06-24,26.2,15.3,19.4,73,44,1018.5,0.0,0.0,13.0,12.44,36350.79
2018-06-25,25.9,13.1,18.9,70,15,1017.2,0.0,0.0,18.4,14.15,36342.27
2018-06-26,25.8,14.8,19.6,62,31,1016.2,0.0,0.0,15.3,13.24,36053.93
2018-06-27,22.2,13.1,17.0,87,85,1019.4,0.0,0.0,17.2,12.75,34308.14
2018-06-28,24.9,13.8,18.3,83,90,1019.8,0.0,0.0,10.5,12.49,30586.06
2018-06-29,24.4,12.5,18.1,75,27,1018.5,0.0,0.0,9.7,15.31,36584.04
2018-06-30,24.7,12.6,18.3,70,31,1016.2,0.0,0.0,9.7,14.57,36000.0
2018-07-01,24.0,12.4,17.3,82,42,1016.7,0.0,0.0,9.8,13.18,30884.24
2018-07-02,26.0,11.3,18.7,65,5,1015.9,0.0,0.0,15.2,15.47,36831.87
2018-07-03,23.1,12.7,17.1,76,39,1018.3,0.4,3.0,19.5,13.4,36000.0
2018-07-04,24.6,14.4,17.2,85,81,1019.6,0.0,0.0,17.8,12.24,27369.7
2018-07-05,25.7,14.6,19.1,76,50,1018.8,0.0,0.0,9.4,13.1,32679.06
2018-07-06,25.2,13.5,18.8,69,29,1019.4,0.0,0.0,11.3,13.5,36784.91
2018-07-07,25.0,12.9,17.9,73,88,1018.4,0.0,0.0,15.3,15.11,34393.27
2018-07-08,25.5,13.6,19.0,57,37,1016.9,0.0,0.0,19.3,15.82,37036.06
2018-07-09,23.1,12.8,16.2,80,65,1019.1,2.0,8.0,21.9,10.78,28800.0
2018-07-10,13.3,8.1,11.5,81,76,1022.8,1.0,8.0,18.9,3.97,3600.0
2018-07-11,14.7,7.6,10.8,84,74,1024.6,0.9,5.0,16.3,8.04,18322.91
2018-07-12,17.0,7.5,11.2,83,48,1024.4,0.0,0.0,12.6,15.6,37530.7
2018-07-13,19.8,8.2,13.4,74,64,1021.8,0.0,0.0,8.2,10.88,33632.68
2018-07-14,23.7,11.0,16.5,64,21,1019.2,0.0,0.0,11.5,14.2,35015.93
2018-07-15,26.1,9.7,17.6,64,0,1019.1,0.0,0.0,10.9,16.46,37758.01
2018-07-16,26.5,10.9,18.5,56,0,1020.8,0.0,0.0,11.2,16.55,37741.29
2018-07-17,25.4,10.6,17.4,66,9,1021.8,0.0,0.0,13.7,16.59,37999.05
2018-07-18,26.5,11.4,18.6,70,4,1020.4,0.0,0.0,10.5,16.33,37707.64
2018-07-19,26.3,13.4,19.4,66,0,1018.8,0.0,0.0,13.5,16.57,37964.49
2018-07-20,27.7,12.6,20.1,60,0,1017.4,0.0,0.0,20.7,16.84,38119.65
2018-07-21,26.3,14.7,18.2,70,67,1019.4,0.1,1.0,21.8,15.4,35743.27
2018-07-22,23.1,14.1,16.6,83,99,1022.7,0.1,1.0,21.1,11.04,23956.1
2018-07-23,23.4,14.2,17.7,79,68,1022.7,0.0,0.0,11.4,13.19,32884.49
2018-07-24,21.1,11.8,15.6,84,67,1024.8,0.0,0.0,21.5,12.78,31720.91
2018-07-25,22.5,14.2,16.9,83,83,1025.0,0.1,1.0,19.1,11.42,29366.19
2018-07-26,24.0,13.9,17.9,78,61,1023.0,0.0,0.0,12.3,13.82,32678.68
2018-07-27,25.6,11.9,18.6,70,35,1020.4,0.0,0.0,11.6,15.58,38299.21
2018-07-28,26.4,12.8,19.5,62,28,1018.2,0.0,0.0,11.5,17.06,38325.18
2018-07-29,27.8,14.2,20.8,51,65,1015.0,0.0,0.0,18.8,14.03,23221.99
2018-07-30,24.1,14.5,17.9,73,48,1015.7,6.7,5.0,16.4,13.87,36963.89
2018-07-31,18.2,12.6,14.7,88,87,1017.9,8.3,11.0,21.4,8.32,16466.15
2018-08-01,14.6,11.4,12.7,91,95,1021.0,5.4,14.0,19.2,4.44,1028.76
2018-08-02,18.1,11.7,14.3,90,88,1020.5,3.7,7.0,16.1,7.2,8710.56
2018-08-03,15.8,13.0,14.2,93,100,1018.0,25.5,19.0,16.3,1.95,0.0
2018-08-04,20.7,10.5,15.6,85,91,1016.1,0.1,1.0,14.0,11.45,27251.14
2018-08-05,20.8,13.1,15.8,86,86,1017.4,0.9,5.0,11.2,9.19,21504.6
2018-08-06,14.6,11.7,13.0,92,100,1021.4,9.7,14.0,12.5,2.77,0.0
2018-08-07,18.8,10.0,13.3,91,92,1022.5,0.0,0.0,19.8,10.47,17108.09
2018-08-08,23.0,12.9,17.2,86,80,1020.8,0.9,1.0,12.0,15.98,31209.11
2018-08-09,22.7,15.1,18.5,80,44,1015.6,4.9,8.0,26.8,16.82,38631.05
2018-08-10,18.2,8.9,13.2,72,3,1016.5,0.0,0.0,26.8,18.77,38655.2
2018-08-11,19.5,8.0,12.6,78,0,1019.0,0.0,0.0,13.2,19.07,38830.38
2018-08-12,16.4,7.7,11.9,86,49,1022.2,0.0,0.0,14.5,11.91,33741.26
2018-08-13,17.8,9.0,12.6,90,60,1021.0,0.0,0.0,15.2,14.85,36543.36
2018-08-14,22.6,10.5,15.3,87,48,1018.5,0.0,0.0,14.3,18.0,36344.56
2018-08-15,16.7,10.7,13.7,90,99,1020.6,0.0,0.0,18.1,13.16,26895.95
2018-08-16,18.2,12.5,14.6,87,96,1024.7,0.3,3.0,19.6,8.6,10061.6
2018-08-17,17.0,12.9,14.4,90,96,1026.5,0.8,6.0,20.0,7.43,7197.82
2018-08-18,20.8,12.7,15.1,87,70,1024.3,0.0,0.0,17.3,14.36,32078.13
2018-08-19,23.8,12.3,16.6,83,53,1022.6,0.0,0.0,13.2,16.78,35810.78
2018-08-20,25.5,12.3,18.3,71,20,1022.0,0.0,0.0,16.6,18.97,39328.12
2018-08-21,25.5,13.2,17.1,78,46,1022.0,0.0,0.0,21.9,17.88,36166.77
2018-08-22,24.6,12.6,17.3,84,92,1020.7,0.2,1.0,8.7,14.15,24772.15
2018-08-23,26.2,13.4,19.4,79,26,1017.2,0.0,0.0,16.2,18.13,39565.56
2018-08-24,28.9,15.4,21.6,67,54,1015.3,0.0,0.0,15.4,16.98,38974.43
2018-08-25,22.7,13.7,18.3,83,98,1017.8,4.2,12.0,25.0,11.19,20682.24
2018-08-26,14.1,10.8,12.7,87,98,1025.2,2.9,14.0,18.7,6.26,689.37
2018-08-27,16.4,10.4,12.7,88,100,1025.4,0.1,1.0,18.9,8.08,5952.56
2018-08-28,22.5,12.5,15.9,88,57,1024.1,0.0,0.0,20.1,18.37,35296.97
2018-08-29,23.2,13.0,16.7,87,41,1022.4,0.0,0.0,14.2,17.58,33304.96
2018-08-30,26.4,13.2,19.5,68,4,1017.7,0.0,0.0,16.6,19.8,40780.65
2018-08-31,27.6,12.6,20.3,61,9,1014.9,0.0,0.0,11.9,19.97,41024.79
2018-09-01,29.4,13.0,20.3,67,16,1014.6,0.0,0.0,12.4,18.97,41268.33
2018-09-02,29.9,14.3,20.5,74,38,1013.7,0.0,0.0,16.5,18.86,41002.14
2018-09-03,24.7,12.2,17.9,81,58,1012.8,2.4,5.0,30.0,15.25,31378.71
2018-09-04,16.9,10.6,12.6,81,71,1015.2,7.9,8.0,25.4,9.24,19011.73
2018-09-05,16.2,9.6,12.3,85,56,1021.9,1.6,7.0,22.7,13.26,35935.51
2018-09-06,20.4,8.0,12.9,85,19,1023.5,0.0,0.0,21.5,21.54,41867.22
2018-09-07,24.0,11.4,15.7,85,57,1021.7,0.0,0.0,16.2,20.32,34971.26
2018-09-08,23.4,10.7,15.2,89,66,1020.8,0.0,0.0,18.2,19.32,36463.05
2018-09-09,21.7,11.8,15.4,87,59,1020.3,0.0,0.0,18.2,18.48,32298.89
2018-09-10,22.6,11.6,16.1,81,35,1019.7,0.0,0.0,18.8,19.89,41652.04
2018-09-11,21.4,11.9,15.7,82,45,1018.9,0.1,1.0,21.3,18.94,40375.11
2018-09-12,22.7,12.6,16.2,81,59,1019.7,0.0,0.0,24.5,17.72,38118.26
2018-09-13,24.9,13.3,17.4,81,69,1016.7,0.4,1.0,19.0,18.08,35760.21
2018-09-14,22.5,14.9,17.3,90,99,1013.0,14.3,15.0,19.0,6.52,5791.56
2018-09-15,21.0,14.6,17.4,87,72,1013.5,3.0,11.0,23.4,14.44,35165.27
2018-09-16,21.5,13.2,16.2,84,83,1016.5,0.0,0.0,21.9,18.23,39803.99
2018-09-17,19.6,14.0,16.3,89,100,1014.3,6.4,9.0,22.5,4.89,0.0
2018-09-18,23.3,17.3,19.7,84,67,1012.5,0.5,3.0,27.5,14.7,39434.47
